"wC"	"wCl"	"wB"	"NewHA"	"Cropkcal"	"Pastkcal"	"EmittedC"	"HabAvgImpac"	"HabStdImpac"	"DelHAvgImpac"	"DelHStdImpac"	"DelQAvgImpac"	"DelQStdImpac"	"ClimRegIndexAvgImpac"	"ClimRegIndexStdImpac"	"Combokcal"	"SimulationFactor"
"0.65"	"0.175"	"0.175"	"109600000"	"5.6338e+14"	"2.6658e+12"	"-1.4527e+10"	"561.27"	"197.71"	"0.35346"	"0.35029"	"-0.92992"	"0.33199"	"0.57554"	"0.19437"	"5.6604e+14"	"AllLand"
"0.65"	"0.1925"	"0.1575"	"109870000"	"5.6471e+14"	"2.6788e+12"	"-1.4633e+10"	"564.42"	"202.71"	"0.34862"	"0.35101"	"-0.92394"	"0.33373"	"0.57137"	"0.1958"	"5.6739e+14"	"AllLand"
"0.65"	"0.21"	"0.14"	"110270000"	"5.6678e+14"	"2.6969e+12"	"-1.4787e+10"	"567.86"	"208.12"	"0.34313"	"0.3518"	"-0.91709"	"0.33564"	"0.56659"	"0.19742"	"5.6948e+14"	"AllLand"
"0.65"	"0.2275"	"0.1225"	"110780000"	"5.6948e+14"	"2.719e+12"	"-1.4992e+10"	"571.24"	"213.45"	"0.3368"	"0.35255"	"-0.90928"	"0.33775"	"0.56107"	"0.19932"	"5.722e+14"	"AllLand"
"0.65"	"0.245"	"0.105"	"111250000"	"5.7187e+14"	"2.7411e+12"	"-1.5194e+10"	"575.22"	"219"	"0.33015"	"0.35369"	"-0.90131"	"0.33982"	"0.55553"	"0.20106"	"5.7461e+14"	"AllLand"
"0.65"	"0.2625"	"0.0875"	"111900000"	"5.7533e+14"	"2.7685e+12"	"-1.5441e+10"	"578.88"	"223.8"	"0.32415"	"0.35407"	"-0.89388"	"0.34169"	"0.55019"	"0.20278"	"5.781e+14"	"AllLand"
"0.05"	"0.3325"	"0.6175"	"111680000"	"6.0119e+14"	"3.2962e+12"	"-2.7243e+10"	"562.49"	"115.26"	"0.073691"	"0.2351"	"-0.54983"	"0.2525"	"0.2976"	"0.14529"	"6.0448e+14"	"AllLand"
"0.65"	"0.28"	"0.07"	"112600000"	"5.7918e+14"	"2.7989e+12"	"-1.5723e+10"	"582.93"	"228.91"	"0.31767"	"0.35436"	"-0.88573"	"0.34381"	"0.54439"	"0.20462"	"5.8198e+14"	"AllLand"
"0.65"	"0.2975"	"0.0525"	"113520000"	"5.8421e+14"	"2.8375e+12"	"-1.6075e+10"	"587.42"	"234.4"	"0.31036"	"0.35494"	"-0.87682"	"0.34615"	"0.53812"	"0.20648"	"5.8705e+14"	"AllLand"
"0.65"	"0.315"	"0.035"	"108800000"	"5.5843e+14"	"2.7195e+12"	"-1.5136e+10"	"589.85"	"240.69"	"0.30178"	"0.35806"	"-0.87006"	"0.34931"	"0.53339"	"0.20755"	"5.6115e+14"	"AllLand"
"0.65"	"0.3325"	"0.0175"	"109890000"	"5.6444e+14"	"2.7626e+12"	"-1.5544e+10"	"594.26"	"245.57"	"0.29462"	"0.35794"	"-0.86096"	"0.35119"	"0.52693"	"0.20919"	"5.6721e+14"	"AllLand"
"0.65"	"0.35"	"0"	"111040000"	"5.7087e+14"	"2.8084e+12"	"-1.5981e+10"	"599.01"	"250.73"	"0.28687"	"0.35798"	"-0.85116"	"0.35293"	"0.52016"	"0.21052"	"5.7368e+14"	"AllLand"
"0.7"	"0"	"0.3"	"108380000"	"5.5706e+14"	"2.5966e+12"	"-1.4118e+10"	"546.59"	"171.38"	"0.38856"	"0.34333"	"-0.97365"	"0.31418"	"0.60625"	"0.17908"	"5.5965e+14"	"AllLand"
"0.7"	"0.015"	"0.285"	"108350000"	"5.5687e+14"	"2.5984e+12"	"-1.4101e+10"	"547.85"	"174.04"	"0.386"	"0.34425"	"-0.97067"	"0.31578"	"0.60421"	"0.18033"	"5.5947e+14"	"AllLand"
"0.7"	"0.03"	"0.27"	"108410000"	"5.571e+14"	"2.6017e+12"	"-1.4105e+10"	"549.15"	"176.53"	"0.38364"	"0.34503"	"-0.96796"	"0.31717"	"0.60233"	"0.18143"	"5.5971e+14"	"AllLand"
"0.7"	"0.045"	"0.255"	"108450000"	"5.5721e+14"	"2.6051e+12"	"-1.4103e+10"	"550.75"	"180.09"	"0.38097"	"0.34621"	"-0.96506"	"0.31862"	"0.60037"	"0.18255"	"5.5982e+14"	"AllLand"
"0.7"	"0.06"	"0.24"	"108470000"	"5.5734e+14"	"2.6082e+12"	"-1.4106e+10"	"551.92"	"182.05"	"0.37856"	"0.34675"	"-0.96207"	"0.32009"	"0.59826"	"0.18378"	"5.5995e+14"	"AllLand"
"0"	"0.1"	"0.9"	"108840000"	"5.717e+14"	"2.7594e+12"	"-2.0613e+10"	"470.61"	"55.473"	"0.26463"	"0.30766"	"-0.84344"	"0.33029"	"0.4951"	"0.19311"	"5.7446e+14"	"AllLand"
"0.05"	"0.38"	"0.57"	"110200000"	"5.9942e+14"	"3.3753e+12"	"-2.9995e+10"	"601.66"	"112.7"	"0.038383"	"0.20151"	"-0.46909"	"0.15422"	"0.24902"	"0.091933"	"6.028e+14"	"AllLand"
"0.7"	"0.075"	"0.225"	"108500000"	"5.5745e+14"	"2.6119e+12"	"-1.4114e+10"	"553.41"	"185"	"0.3757"	"0.3475"	"-0.95858"	"0.32165"	"0.59586"	"0.18504"	"5.6006e+14"	"AllLand"
"0.7"	"0.09"	"0.21"	"108590000"	"5.5789e+14"	"2.618e+12"	"-1.4138e+10"	"554.79"	"187.35"	"0.37288"	"0.34819"	"-0.95513"	"0.3231"	"0.59344"	"0.1863"	"5.6051e+14"	"AllLand"
"0.7"	"0.105"	"0.195"	"108650000"	"5.5817e+14"	"2.6222e+12"	"-1.4159e+10"	"556.58"	"190.54"	"0.36955"	"0.34905"	"-0.95116"	"0.32456"	"0.59071"	"0.1875"	"5.6079e+14"	"AllLand"
"0.7"	"0.12"	"0.18"	"108780000"	"5.5883e+14"	"2.6297e+12"	"-1.4203e+10"	"558.64"	"194.3"	"0.36636"	"0.34959"	"-0.94685"	"0.32632"	"0.58775"	"0.18898"	"5.6146e+14"	"AllLand"
"0.7"	"0.135"	"0.165"	"108920000"	"5.5951e+14"	"2.6361e+12"	"-1.4252e+10"	"560.35"	"196.98"	"0.3631"	"0.35017"	"-0.94267"	"0.32785"	"0.58486"	"0.19023"	"5.6215e+14"	"AllLand"
"0.7"	"0.15"	"0.15"	"109010000"	"5.5991e+14"	"2.6428e+12"	"-1.4297e+10"	"562.55"	"200.68"	"0.3593"	"0.35102"	"-0.93801"	"0.32951"	"0.58166"	"0.1916"	"5.6256e+14"	"AllLand"
"0.7"	"0.165"	"0.135"	"109240000"	"5.6102e+14"	"2.6527e+12"	"-1.4377e+10"	"564.89"	"204.82"	"0.3556"	"0.35177"	"-0.93347"	"0.33117"	"0.57852"	"0.19293"	"5.6367e+14"	"AllLand"
"0.7"	"0.18"	"0.12"	"109500000"	"5.6231e+14"	"2.6653e+12"	"-1.4472e+10"	"567.46"	"209.25"	"0.35158"	"0.35243"	"-0.92859"	"0.33282"	"0.57506"	"0.19435"	"5.6498e+14"	"AllLand"
"0.7"	"0.195"	"0.105"	"109720000"	"5.6341e+14"	"2.6759e+12"	"-1.4566e+10"	"570.47"	"214.24"	"0.3471"	"0.35341"	"-0.92318"	"0.33438"	"0.57136"	"0.19561"	"5.6609e+14"	"AllLand"
"0.7"	"0.21"	"0.09"	"110080000"	"5.653e+14"	"2.6914e+12"	"-1.4701e+10"	"573.11"	"217.8"	"0.34266"	"0.35395"	"-0.91771"	"0.3359"	"0.56751"	"0.19694"	"5.6799e+14"	"AllLand"
"0.05"	"0.4275"	"0.5225"	"111550000"	"6.0979e+14"	"3.4642e+12"	"-3.116e+10"	"619.51"	"116.17"	"0.038271"	"0.17191"	"-0.45174"	"0.12344"	"0.23491"	"0.071154"	"6.1325e+14"	"AllLand"
"0.7"	"0.225"	"0.075"	"110440000"	"5.6712e+14"	"2.7071e+12"	"-1.4844e+10"	"576.07"	"221.77"	"0.338"	"0.35448"	"-0.91198"	"0.33725"	"0.56346"	"0.19821"	"5.6983e+14"	"AllLand"
"0.7"	"0.24"	"0.06"	"110830000"	"5.6908e+14"	"2.724e+12"	"-1.5001e+10"	"579.45"	"226.41"	"0.33334"	"0.35498"	"-0.90629"	"0.33871"	"0.55943"	"0.19951"	"5.718e+14"	"AllLand"
"0.7"	"0.255"	"0.045"	"111280000"	"5.7142e+14"	"2.7446e+12"	"-1.5187e+10"	"582.49"	"230.24"	"0.32834"	"0.35542"	"-0.90005"	"0.34037"	"0.55499"	"0.20106"	"5.7417e+14"	"AllLand"
"0.7"	"0.27"	"0.03"	"111850000"	"5.7442e+14"	"2.769e+12"	"-1.5407e+10"	"585.97"	"234.9"	"0.32287"	"0.35611"	"-0.89349"	"0.34217"	"0.55038"	"0.20257"	"5.7718e+14"	"AllLand"
"0.7"	"0.285"	"0.015"	"112450000"	"5.7763e+14"	"2.7929e+12"	"-1.564e+10"	"589.44"	"239.64"	"0.31751"	"0.35659"	"-0.8869"	"0.34381"	"0.54579"	"0.2039"	"5.8042e+14"	"AllLand"
"0.7"	"0.3"	"0"	"113190000"	"5.8161e+14"	"2.8234e+12"	"-1.5923e+10"	"593.4"	"244.22"	"0.3116"	"0.35702"	"-0.87982"	"0.34559"	"0.54079"	"0.20537"	"5.8443e+14"	"AllLand"
"0.75"	"0"	"0.25"	"108250000"	"5.5615e+14"	"2.595e+12"	"-1.4053e+10"	"550.46"	"179.46"	"0.38636"	"0.34526"	"-0.97156"	"0.31581"	"0.60511"	"0.17988"	"5.5875e+14"	"AllLand"
"0.75"	"0.0125"	"0.2375"	"108270000"	"5.562e+14"	"2.5963e+12"	"-1.4049e+10"	"551.5"	"181.32"	"0.38452"	"0.34591"	"-0.96956"	"0.31667"	"0.60374"	"0.1805"	"5.588e+14"	"AllLand"
"0.75"	"0.025"	"0.225"	"108300000"	"5.5631e+14"	"2.5993e+12"	"-1.405e+10"	"552.41"	"183.05"	"0.38255"	"0.3464"	"-0.9672"	"0.3178"	"0.60205"	"0.18149"	"5.5891e+14"	"AllLand"
"0.75"	"0.0375"	"0.2125"	"108300000"	"5.5628e+14"	"2.6011e+12"	"-1.4046e+10"	"553.54"	"185.08"	"0.38082"	"0.3469"	"-0.96507"	"0.31886"	"0.6006"	"0.18235"	"5.5888e+14"	"AllLand"
"0.05"	"0.475"	"0.475"	"111940000"	"6.1349e+14"	"3.5031e+12"	"-3.1424e+10"	"630.74"	"123.61"	"0.039272"	"0.15671"	"-0.4449"	"0.11911"	"0.22857"	"0.06418"	"6.1699e+14"	"AllLand"
"0.75"	"0.05"	"0.2"	"108350000"	"5.5653e+14"	"2.6047e+12"	"-1.4053e+10"	"554.78"	"187.73"	"0.37881"	"0.34779"	"-0.96278"	"0.32007"	"0.59908"	"0.18327"	"5.5913e+14"	"AllLand"
"0.75"	"0.0625"	"0.1875"	"108380000"	"5.566e+14"	"2.6072e+12"	"-1.406e+10"	"555.69"	"189.31"	"0.37683"	"0.34827"	"-0.96046"	"0.32102"	"0.59744"	"0.18411"	"5.592e+14"	"AllLand"
"0.75"	"0.075"	"0.175"	"108400000"	"5.5671e+14"	"2.6105e+12"	"-1.4066e+10"	"557.08"	"191.9"	"0.3745"	"0.349"	"-0.95772"	"0.32227"	"0.59555"	"0.18514"	"5.5932e+14"	"AllLand"
"0.75"	"0.0875"	"0.1625"	"108440000"	"5.5688e+14"	"2.6144e+12"	"-1.408e+10"	"558.64"	"194.64"	"0.37206"	"0.34934"	"-0.95445"	"0.32365"	"0.59328"	"0.18629"	"5.5949e+14"	"AllLand"
"0.75"	"0.1"	"0.15"	"108500000"	"5.5718e+14"	"2.6185e+12"	"-1.4101e+10"	"560.02"	"196.89"	"0.3696"	"0.34985"	"-0.9513"	"0.32492"	"0.59111"	"0.18734"	"5.598e+14"	"AllLand"
"0.75"	"0.1125"	"0.1375"	"108600000"	"5.5759e+14"	"2.6234e+12"	"-1.413e+10"	"561.9"	"200.24"	"0.36686"	"0.3507"	"-0.94807"	"0.32613"	"0.58895"	"0.18826"	"5.6021e+14"	"AllLand"
"0.75"	"0.125"	"0.125"	"108670000"	"5.5788e+14"	"2.6279e+12"	"-1.4159e+10"	"563.53"	"203.08"	"0.36413"	"0.35156"	"-0.94481"	"0.32745"	"0.58675"	"0.18929"	"5.605e+14"	"AllLand"
"0.75"	"0.1375"	"0.1125"	"108800000"	"5.5844e+14"	"2.6345e+12"	"-1.4203e+10"	"565.61"	"206.78"	"0.36125"	"0.35215"	"-0.94123"	"0.32876"	"0.58427"	"0.1904"	"5.6107e+14"	"AllLand"
"0.75"	"0.15"	"0.1"	"108940000"	"5.5906e+14"	"2.6414e+12"	"-1.4253e+10"	"567.74"	"210.55"	"0.35823"	"0.35302"	"-0.93751"	"0.33015"	"0.58181"	"0.19136"	"5.617e+14"	"AllLand"
"0.75"	"0.1625"	"0.0875"	"109090000"	"5.5975e+14"	"2.6488e+12"	"-1.4311e+10"	"569.87"	"214.31"	"0.35527"	"0.35355"	"-0.93395"	"0.33142"	"0.57927"	"0.19252"	"5.624e+14"	"AllLand"
"0.05"	"0.5225"	"0.4275"	"112240000"	"6.1532e+14"	"3.5338e+12"	"-3.1565e+10"	"642.39"	"134.74"	"0.035971"	"0.1513"	"-0.43697"	"0.11563"	"0.22344"	"0.060078"	"6.1886e+14"	"AllLand"
"0.75"	"0.175"	"0.075"	"109280000"	"5.6073e+14"	"2.6573e+12"	"-1.4382e+10"	"571.58"	"216.94"	"0.35234"	"0.35393"	"-0.93031"	"0.33254"	"0.57669"	"0.19352"	"5.6339e+14"	"AllLand"
"0.75"	"0.1875"	"0.0625"	"109480000"	"5.6174e+14"	"2.6666e+12"	"-1.4461e+10"	"573.71"	"219.79"	"0.349"	"0.35457"	"-0.9263"	"0.33363"	"0.5739"	"0.19448"	"5.644e+14"	"AllLand"
"0.75"	"0.2"	"0.05"	"109720000"	"5.6297e+14"	"2.6778e+12"	"-1.4555e+10"	"576.17"	"223.56"	"0.34546"	"0.35502"	"-0.92191"	"0.33493"	"0.57082"	"0.19561"	"5.6565e+14"	"AllLand"
"0.75"	"0.2125"	"0.0375"	"109990000"	"5.6432e+14"	"2.689e+12"	"-1.4655e+10"	"578.5"	"226.88"	"0.34216"	"0.35556"	"-0.9179"	"0.33599"	"0.56802"	"0.19654"	"5.67e+14"	"AllLand"
"0.75"	"0.225"	"0.025"	"110270000"	"5.6574e+14"	"2.7022e+12"	"-1.4775e+10"	"581.25"	"230.42"	"0.33804"	"0.35616"	"-0.91299"	"0.33719"	"0.56457"	"0.19761"	"5.6844e+14"	"AllLand"
"0.75"	"0.2375"	"0.0125"	"110610000"	"5.6743e+14"	"2.7166e+12"	"-1.4908e+10"	"583.79"	"233.85"	"0.33419"	"0.35664"	"-0.90831"	"0.33839"	"0.56128"	"0.19869"	"5.7015e+14"	"AllLand"
"0.75"	"0.25"	"0"	"110970000"	"5.6925e+14"	"2.7311e+12"	"-1.5049e+10"	"586.53"	"237.38"	"0.33047"	"0.35706"	"-0.90384"	"0.33962"	"0.5581"	"0.19979"	"5.7198e+14"	"AllLand"
"0.8"	"0"	"0.2"	"108180000"	"5.5557e+14"	"2.5945e+12"	"-1.4013e+10"	"553.73"	"185.61"	"0.3847"	"0.34667"	"-0.97002"	"0.31677"	"0.6043"	"0.18022"	"5.5816e+14"	"AllLand"
"0.8"	"0.01"	"0.19"	"108190000"	"5.5565e+14"	"2.5961e+12"	"-1.401e+10"	"554.68"	"187.61"	"0.38311"	"0.34731"	"-0.96814"	"0.31779"	"0.60304"	"0.18099"	"5.5825e+14"	"AllLand"
"0.8"	"0.02"	"0.18"	"108220000"	"5.5574e+14"	"2.5982e+12"	"-1.4012e+10"	"555.34"	"188.69"	"0.38186"	"0.34756"	"-0.96667"	"0.31843"	"0.60199"	"0.18156"	"5.5834e+14"	"AllLand"
"0.05"	"0.57"	"0.38"	"112530000"	"6.1741e+14"	"3.5602e+12"	"-3.1692e+10"	"653.14"	"143.09"	"0.035329"	"0.14686"	"-0.43072"	"0.11146"	"0.21971"	"0.056362"	"6.2097e+14"	"AllLand"
"0.8"	"0.03"	"0.17"	"108260000"	"5.5596e+14"	"2.6008e+12"	"-1.4017e+10"	"556.36"	"190.8"	"0.38023"	"0.34811"	"-0.9648"	"0.31934"	"0.60072"	"0.18224"	"5.5856e+14"	"AllLand"
"0.8"	"0.04"	"0.16"	"108270000"	"5.56e+14"	"2.6024e+12"	"-1.402e+10"	"557.04"	"191.98"	"0.37881"	"0.34846"	"-0.96315"	"0.32006"	"0.5995"	"0.18299"	"5.5861e+14"	"AllLand"
"0.8"	"0.05"	"0.15"	"108320000"	"5.5617e+14"	"2.605e+12"	"-1.4028e+10"	"557.99"	"193.89"	"0.37747"	"0.34881"	"-0.96146"	"0.32085"	"0.59835"	"0.18362"	"5.5878e+14"	"AllLand"
"0.8"	"0.06"	"0.14"	"108310000"	"5.5608e+14"	"2.6064e+12"	"-1.4026e+10"	"559.31"	"196.37"	"0.37562"	"0.34947"	"-0.95928"	"0.3219"	"0.59689"	"0.18441"	"5.5869e+14"	"AllLand"
"0.8"	"0.07"	"0.13"	"108300000"	"5.5601e+14"	"2.608e+12"	"-1.4026e+10"	"560.54"	"198.54"	"0.37379"	"0.35007"	"-0.95708"	"0.32284"	"0.59544"	"0.18509"	"5.5861e+14"	"AllLand"
"0.8"	"0.08"	"0.12"	"108310000"	"5.5593e+14"	"2.6099e+12"	"-1.403e+10"	"561.78"	"200.53"	"0.37199"	"0.35067"	"-0.95489"	"0.32376"	"0.59398"	"0.18579"	"5.5854e+14"	"AllLand"
"0.8"	"0.09"	"0.11"	"108380000"	"5.5623e+14"	"2.6137e+12"	"-1.4051e+10"	"563.1"	"202.88"	"0.36977"	"0.35122"	"-0.95215"	"0.325"	"0.5921"	"0.18677"	"5.5884e+14"	"AllLand"
"0.8"	"0.1"	"0.1"	"108450000"	"5.5653e+14"	"2.618e+12"	"-1.4072e+10"	"564.84"	"206.32"	"0.36772"	"0.3518"	"-0.9496"	"0.32603"	"0.59038"	"0.18761"	"5.5915e+14"	"AllLand"
"0.8"	"0.11"	"0.09"	"108530000"	"5.5687e+14"	"2.6221e+12"	"-1.4098e+10"	"566.08"	"208.52"	"0.36579"	"0.35239"	"-0.94726"	"0.32693"	"0.58882"	"0.18826"	"5.5949e+14"	"AllLand"
"0.8"	"0.12"	"0.08"	"108610000"	"5.5722e+14"	"2.6266e+12"	"-1.4127e+10"	"567.72"	"211.19"	"0.36355"	"0.35299"	"-0.94455"	"0.32794"	"0.58697"	"0.18908"	"5.5985e+14"	"AllLand"
"0.05"	"0.6175"	"0.3325"	"112860000"	"6.2005e+14"	"3.582e+12"	"-3.1833e+10"	"661.62"	"149.18"	"0.037211"	"0.14203"	"-0.42735"	"0.10973"	"0.21731"	"0.053581"	"6.2364e+14"	"AllLand"
"0.8"	"0.13"	"0.07"	"108700000"	"5.576e+14"	"2.6314e+12"	"-1.4158e+10"	"569.4"	"214.14"	"0.36155"	"0.35325"	"-0.94204"	"0.32869"	"0.5852"	"0.18978"	"5.6023e+14"	"AllLand"
"0.8"	"0.14"	"0.06"	"108770000"	"5.579e+14"	"2.6356e+12"	"-1.4188e+10"	"570.72"	"216.24"	"0.35951"	"0.35383"	"-0.93964"	"0.32962"	"0.58355"	"0.19053"	"5.6054e+14"	"AllLand"
"0.8"	"0.15"	"0.05"	"108850000"	"5.5829e+14"	"2.6403e+12"	"-1.4222e+10"	"572"	"218.11"	"0.35742"	"0.35428"	"-0.93712"	"0.33051"	"0.58178"	"0.19133"	"5.6093e+14"	"AllLand"
"0.8"	"0.16"	"0.04"	"108970000"	"5.5884e+14"	"2.6455e+12"	"-1.4265e+10"	"573.65"	"220.63"	"0.35509"	"0.35499"	"-0.93454"	"0.33142"	"0.58001"	"0.19204"	"5.6148e+14"	"AllLand"
"0.8"	"0.17"	"0.03"	"109090000"	"5.5936e+14"	"2.6507e+12"	"-1.4314e+10"	"575.49"	"223.69"	"0.35269"	"0.35569"	"-0.93173"	"0.33235"	"0.57811"	"0.19276"	"5.6201e+14"	"AllLand"
"0.8"	"0.18"	"0.02"	"109300000"	"5.6044e+14"	"2.6596e+12"	"-1.4386e+10"	"577.2"	"226.34"	"0.35019"	"0.35602"	"-0.92866"	"0.33323"	"0.57593"	"0.1936"	"5.631e+14"	"AllLand"
"0.8"	"0.19"	"0.01"	"109470000"	"5.6132e+14"	"2.667e+12"	"-1.4454e+10"	"578.98"	"228.99"	"0.34784"	"0.35609"	"-0.9256"	"0.33398"	"0.57372"	"0.19436"	"5.6399e+14"	"AllLand"
"0.8"	"0.2"	"0"	"109700000"	"5.6245e+14"	"2.677e+12"	"-1.4537e+10"	"580.81"	"231.22"	"0.34511"	"0.3565"	"-0.92229"	"0.33494"	"0.57141"	"0.19521"	"5.6512e+14"	"AllLand"
"0.85"	"0"	"0.15"	"108180000"	"5.5551e+14"	"2.5965e+12"	"-1.3995e+10"	"556.85"	"191.58"	"0.38325"	"0.34778"	"-0.96846"	"0.31781"	"0.60343"	"0.18075"	"5.5811e+14"	"AllLand"
"0.85"	"0.0075"	"0.1425"	"108190000"	"5.555e+14"	"2.5971e+12"	"-1.3993e+10"	"557.44"	"192.59"	"0.38216"	"0.34816"	"-0.96733"	"0.31838"	"0.60262"	"0.18125"	"5.581e+14"	"AllLand"
"0.05"	"0.665"	"0.285"	"113190000"	"6.2301e+14"	"3.6031e+12"	"-3.2019e+10"	"670.96"	"156.7"	"0.039332"	"0.13816"	"-0.42394"	"0.10744"	"0.21504"	"0.050713"	"6.2661e+14"	"AllLand"
"0.85"	"0.015"	"0.135"	"108210000"	"5.5559e+14"	"2.5991e+12"	"-1.3996e+10"	"558.15"	"194.13"	"0.38095"	"0.34851"	"-0.96588"	"0.3191"	"0.60162"	"0.18184"	"5.5819e+14"	"AllLand"
"0.85"	"0.0225"	"0.1275"	"108220000"	"5.5556e+14"	"2.5997e+12"	"-1.3995e+10"	"558.9"	"195.7"	"0.37987"	"0.34893"	"-0.96465"	"0.31974"	"0.60079"	"0.1823"	"5.5816e+14"	"AllLand"
"0.85"	"0.03"	"0.12"	"108190000"	"5.5538e+14"	"2.6e+12"	"-1.3987e+10"	"559.86"	"197.69"	"0.3786"	"0.34966"	"-0.96329"	"0.32054"	"0.59995"	"0.18277"	"5.5798e+14"	"AllLand"
"0.85"	"0.0375"	"0.1125"	"108200000"	"5.5544e+14"	"2.6012e+12"	"-1.399e+10"	"560.57"	"198.89"	"0.37748"	"0.35002"	"-0.96191"	"0.32125"	"0.59902"	"0.18331"	"5.5804e+14"	"AllLand"
"0.85"	"0.045"	"0.105"	"108220000"	"5.5552e+14"	"2.6027e+12"	"-1.3994e+10"	"561.28"	"200.38"	"0.37643"	"0.35019"	"-0.96051"	"0.32172"	"0.59807"	"0.18373"	"5.5812e+14"	"AllLand"
"0.85"	"0.0525"	"0.0975"	"108210000"	"5.5543e+14"	"2.6041e+12"	"-1.3993e+10"	"562.17"	"202"	"0.37514"	"0.35059"	"-0.95896"	"0.32236"	"0.59702"	"0.18425"	"5.5804e+14"	"AllLand"
"0.85"	"0.06"	"0.09"	"108240000"	"5.5551e+14"	"2.6055e+12"	"-1.4e+10"	"563.22"	"203.9"	"0.37354"	"0.35123"	"-0.95718"	"0.32307"	"0.59583"	"0.18478"	"5.5811e+14"	"AllLand"
"0.85"	"0.0675"	"0.0825"	"108260000"	"5.555e+14"	"2.607e+12"	"-1.4006e+10"	"564.55"	"206.18"	"0.37204"	"0.35167"	"-0.95527"	"0.32397"	"0.59457"	"0.1854"	"5.5811e+14"	"AllLand"
"0.85"	"0.075"	"0.075"	"108300000"	"5.5566e+14"	"2.6095e+12"	"-1.4017e+10"	"565.66"	"208.34"	"0.37091"	"0.35197"	"-0.95383"	"0.32451"	"0.5936"	"0.18586"	"5.5827e+14"	"AllLand"
"0.85"	"0.0825"	"0.0675"	"108310000"	"5.5561e+14"	"2.6112e+12"	"-1.4022e+10"	"566.69"	"210.07"	"0.36955"	"0.35236"	"-0.95219"	"0.32515"	"0.59248"	"0.18637"	"5.5822e+14"	"AllLand"
"0.05"	"0.7125"	"0.2375"	"113700000"	"6.2644e+14"	"3.6337e+12"	"-3.2205e+10"	"678.86"	"162.03"	"0.039853"	"0.13617"	"-0.42208"	"0.10618"	"0.21378"	"0.048761"	"6.3007e+14"	"AllLand"
"0.85"	"0.09"	"0.06"	"108350000"	"5.5579e+14"	"2.6139e+12"	"-1.4035e+10"	"567.74"	"211.82"	"0.36823"	"0.35267"	"-0.95053"	"0.32578"	"0.59135"	"0.1869"	"5.584e+14"	"AllLand"
"0.85"	"0.0975"	"0.0525"	"108400000"	"5.5599e+14"	"2.6168e+12"	"-1.4052e+10"	"568.91"	"213.92"	"0.36671"	"0.35326"	"-0.9489"	"0.32652"	"0.59024"	"0.18746"	"5.5861e+14"	"AllLand"
"0.85"	"0.105"	"0.045"	"108470000"	"5.5633e+14"	"2.6208e+12"	"-1.4076e+10"	"569.79"	"215.35"	"0.36522"	"0.35358"	"-0.94695"	"0.32732"	"0.58891"	"0.18814"	"5.5895e+14"	"AllLand"
"0.85"	"0.1125"	"0.0375"	"108510000"	"5.565e+14"	"2.6231e+12"	"-1.4092e+10"	"570.76"	"216.81"	"0.36375"	"0.35406"	"-0.94527"	"0.32792"	"0.58777"	"0.18862"	"5.5912e+14"	"AllLand"
"0.85"	"0.12"	"0.03"	"108600000"	"5.569e+14"	"2.6272e+12"	"-1.412e+10"	"571.94"	"218.69"	"0.36219"	"0.35451"	"-0.94339"	"0.32851"	"0.58652"	"0.18906"	"5.5953e+14"	"AllLand"
"0.85"	"0.1275"	"0.0225"	"108660000"	"5.5721e+14"	"2.6307e+12"	"-1.4144e+10"	"573.06"	"220.45"	"0.36066"	"0.35492"	"-0.94163"	"0.32918"	"0.58529"	"0.18964"	"5.5985e+14"	"AllLand"
"0.85"	"0.135"	"0.015"	"108760000"	"5.5763e+14"	"2.6349e+12"	"-1.4176e+10"	"574.24"	"222.26"	"0.35903"	"0.35542"	"-0.9398"	"0.32987"	"0.58402"	"0.1902"	"5.6027e+14"	"AllLand"
"0.85"	"0.1425"	"0.0075"	"108830000"	"5.5788e+14"	"2.6385e+12"	"-1.4204e+10"	"575.66"	"224.81"	"0.35748"	"0.3557"	"-0.93795"	"0.33048"	"0.58272"	"0.19074"	"5.6052e+14"	"AllLand"
"0.85"	"0.15"	"0"	"108910000"	"5.5827e+14"	"2.6427e+12"	"-1.4233e+10"	"576.47"	"225.98"	"0.35624"	"0.35577"	"-0.93644"	"0.33092"	"0.58159"	"0.19123"	"5.6091e+14"	"AllLand"
"0.9"	"0"	"0.1"	"108150000"	"5.552e+14"	"2.5966e+12"	"-1.3974e+10"	"560.5"	"198.85"	"0.38146"	"0.34937"	"-0.96671"	"0.31905"	"0.60251"	"0.18132"	"5.578e+14"	"AllLand"
"0.05"	"0.76"	"0.19"	"108080000"	"5.9705e+14"	"3.4806e+12"	"-3.0709e+10"	"687.47"	"169.74"	"0.036446"	"0.12799"	"-0.41507"	"0.10056"	"0.20808"	"0.043871"	"6.0053e+14"	"AllLand"
"0.9"	"0.005"	"0.095"	"108120000"	"5.5499e+14"	"2.5962e+12"	"-1.3966e+10"	"560.94"	"199.84"	"0.38073"	"0.34957"	"-0.96578"	"0.31956"	"0.60188"	"0.18171"	"5.5758e+14"	"AllLand"
"0.9"	"0.01"	"0.09"	"108130000"	"5.5502e+14"	"2.597e+12"	"-1.3967e+10"	"561.42"	"201.08"	"0.38002"	"0.3498"	"-0.96496"	"0.31997"	"0.60131"	"0.18203"	"5.5762e+14"	"AllLand"
