wC	wCl	wB	NewHA	Cropkcal	Pastkcal	EmittedC	HabAvgImpac	HabStdImpac	DelHAvgImpac	DelHStdImpac	DelQAvgImpac	DelQStdImpac	ClimRegIndexAvgImpac	ClimRegIndexStdImpac	Combokcal
0.85	0.1275	0.0225	108639505.5	5.57014E+14	2.62841E+12	-14137628433	818.698377	379.269171	0.360492	0.355525	-0.941639	0.329187	0.585434	0.189552	5.59642E+14
0.85	0.135	0.015	108728326.8	5.57412E+14	2.63301E+12	-14167519649	821.357939	382.217484	0.359107	0.355624	-0.939931	0.329817	0.584181	0.190143	5.60045E+14
0.85	0.1425	0.0075	108807301.2	5.57731E+14	2.63746E+12	-14197204657	824.623001	385.723138	0.357641	0.355751	-0.938147	0.330401	0.582884	0.190671	5.60369E+14
0.85	0.15	0	108912132.8	5.58269E+14	2.64266E+12	-14233257555	827.331126	388.540327	0.356244	0.355774	-0.936439	0.330923	0.581588	0.191229	5.60912E+14
0.9	0	0.1	107957673.3	5.54306E+14	2.58889E+12	-13953333428	790.950685	349.190944	0.379912	0.352988	-0.964691	0.320669	0.602291	0.181459	5.56895E+14
0.05	0.76	0.19	108300540.4	5.93569E+14	3.43785E+12	-30050081125	967.96127	503.649778	0.032821	0.154393	-0.441417	0.12686	0.225457	0.061977	5.97007E+14
0.9	0.005	0.095	108002555.2	5.54516E+14	2.59076E+12	-13960149833	792.066586	350.569616	0.379109	0.353158	-0.963798	0.32112	0.601636	0.18187	5.57107E+14
0.9	0.01	0.09	108007472.7	5.54483E+14	2.59184E+12	-13958389899	793.291587	351.919244	0.378419	0.353324	-0.963041	0.32149	0.60109	0.182167	5.57075E+14
0.9	0.015	0.085	108042309.7	5.5462E+14	2.59373E+12	-13963248788	794.586029	353.550109	0.377707	0.3535	-0.962302	0.321908	0.600531	0.182543	5.57214E+14
0.9	0.02	0.08	108043488.6	5.54564E+14	2.59447E+12	-13960717426	796.181504	355.322449	0.376969	0.353619	-0.961508	0.322151	0.599942	0.182777	5.57159E+14
0.9	0.025	0.075	108046412.8	5.54521E+14	2.5949E+12	-13959640341	797.237521	356.620562	0.376449	0.353684	-0.960908	0.322425	0.599483	0.183049	5.57116E+14
0.9	0.03	0.07	108072349.5	5.54619E+14	2.59669E+12	-13963611268	798.786279	358.476171	0.375667	0.353792	-0.959987	0.322865	0.598806	0.183439	5.57216E+14
0.9	0.035	0.065	108108898	5.54726E+14	2.59797E+12	-13969871146	800.397344	360.191537	0.374967	0.353883	-0.959204	0.323225	0.598218	0.183745	5.57324E+14
0.9	0.04	0.06	108116552.6	5.54718E+14	2.59888E+12	-13970582651	801.949636	362.294852	0.374161	0.354054	-0.95828	0.323697	0.597552	0.184129	5.57317E+14
0.9	0.045	0.055	108130716.7	5.54745E+14	2.60021E+12	-13972758018	803.701186	364.299148	0.373437	0.354055	-0.957453	0.324009	0.596915	0.18442	5.57345E+14
0.9	0.05	0.05	108171797.7	5.54927E+14	2.6023E+12	-13981210607	805.724294	366.688386	0.372558	0.354151	-0.956446	0.324422	0.596154	0.184815	5.57529E+14
0.05	0.8075	0.1425	110399268.5	6.0778E+14	3.52607E+12	-30942485800	1059.510923	582.120382	0.035155	0.142151	-0.430522	0.118927	0.21748	0.054029	6.11306E+14
0.9	0.055	0.045	108162665.8	5.5483E+14	2.60284E+12	-13979425618	807.592489	368.826277	0.371787	0.354173	-0.955451	0.324706	0.595439	0.185088	5.57433E+14
0.9	0.06	0.04	108196137.5	5.54993E+14	2.60441E+12	-13987798164	809.010023	370.321439	0.371029	0.354206	-0.954548	0.324914	0.594761	0.185335	5.57597E+14
0.9	0.065	0.035	108216428.3	5.55047E+14	2.6063E+12	-13993469458	810.599212	372.166005	0.370213	0.354327	-0.9536	0.325264	0.594067	0.185663	5.57654E+14
0.9	0.07	0.03	108245503.6	5.55148E+14	2.60814E+12	-14001741952	812.111764	373.771072	0.369415	0.354391	-0.952641	0.325574	0.593358	0.18598	5.57756E+14
0.9	0.075	0.025	108265640.2	5.55243E+14	2.60967E+12	-14008583878	813.751595	375.586761	0.368626	0.354409	-0.951648	0.325895	0.592617	0.186339	5.57852E+14
0.9	0.08	0.02	108295717.5	5.55365E+14	2.6111E+12	-14017478857	815.336794	376.960387	0.367834	0.354631	-0.950742	0.326182	0.591995	0.186565	5.57976E+14
0.9	0.085	0.015	108337481.3	5.55534E+14	2.61261E+12	-14029381974	817.229078	378.935148	0.367049	0.354747	-0.949813	0.326463	0.591331	0.186827	5.58146E+14
0.9	0.09	0.01	108340905	5.55517E+14	2.61389E+12	-14033762895	818.518042	380.168951	0.366274	0.354822	-0.948908	0.326819	0.590645	0.18718	5.58131E+14
0.9	0.095	0.005	108393784.4	5.55779E+14	2.61665E+12	-14049084374	820.56148	382.589235	0.365463	0.354916	-0.947974	0.327125	0.589952	0.187486	5.58396E+14
0.9	0.1	0	108416402	5.55842E+14	2.61862E+12	-14059965628	822.605663	384.708206	0.364501	0.354981	-0.946715	0.32752	0.589053	0.187864	5.58461E+14
0	0.15	0.85	109312584.1	5.94386E+14	3.10592E+12	-27572815400	581.876607	114.092533	0.19464	0.35484	-0.70668	0.31225	0.430544	0.195219	5.97492E+14
0.05	0.855	0.095	109283235.3	6.02524E+14	3.51266E+12	-30769064381	1133.545981	627.306875	0.032687	0.136141	-0.420317	0.110559	0.211312	0.0473	6.06037E+14
0.95	0	0.05	107988190.7	5.54327E+14	2.59357E+12	-13936429833	803.155841	364.032612	0.379001	0.352538	-0.963771	0.321112	0.601393	0.181924	5.56921E+14
0.95	0.0025	0.0475	107975224.4	5.54243E+14	2.59344E+12	-13932648478	803.957736	365.009145	0.378623	0.352592	-0.963381	0.321334	0.601084	0.182128	5.56837E+14
0.95	0.005	0.045	107979957.4	5.54241E+14	2.59383E+12	-13932961843	804.599944	365.694005	0.3783	0.352648	-0.963053	0.321457	0.600821	0.182272	5.56835E+14
0.95	0.0075	0.0425	108002035.4	5.54323E+14	2.59482E+12	-13937055679	805.294957	366.616265	0.377845	0.352794	-0.962602	0.321703	0.600479	0.182508	5.56918E+14
0.95	0.01	0.04	108014720.5	5.54338E+14	2.5957E+12	-13939119805	806.141491	367.697796	0.377366	0.352917	-0.962101	0.321992	0.600109	0.182759	5.56934E+14
0.95	0.0125	0.0375	108023903.9	5.54345E+14	2.59598E+12	-13940616173	806.841322	368.254683	0.376983	0.352988	-0.961717	0.322109	0.59981	0.182886	5.56941E+14
0.95	0.015	0.035	108043072.1	5.54413E+14	2.59681E+12	-13944034966	807.77825	369.586294	0.376686	0.353055	-0.961397	0.322301	0.599577	0.183027	5.5701E+14
0.95	0.0175	0.0325	108056812.5	5.5445E+14	2.59741E+12	-13946711685	808.400442	370.308699	0.376403	0.353073	-0.961098	0.322414	0.59934	0.183146	5.57048E+14
0.95	0.02	0.03	108065443.4	5.54502E+14	2.59817E+12	-13948294099	809.145738	371.409657	0.376093	0.353097	-0.96071	0.322594	0.59906	0.183289	5.571E+14
0.95	0.0225	0.0275	108088411.4	5.5459E+14	2.59927E+12	-13953061051	809.941802	372.342137	0.375764	0.353118	-0.960287	0.322716	0.598758	0.183404	5.57189E+14
0.05	0.9025	0.0475	110526330.3	6.10508E+14	3.56848E+12	-31302708930	1205.236732	656.964078	0.038416	0.126945	-0.416268	0.101772	0.208772	0.043227	6.14076E+14
0.95	0.025	0.025	108099104.3	5.54618E+14	2.59969E+12	-13955286794	810.758194	373.054244	0.375483	0.35302	-0.959914	0.322888	0.598448	0.183599	5.57218E+14
0.95	0.0275	0.0225	108095399.3	5.54546E+14	2.59987E+12	-13954574976	811.520761	373.818655	0.375088	0.35303	-0.959431	0.32303	0.598091	0.183751	5.57146E+14
0.95	0.03	0.02	108090708.4	5.54479E+14	2.59981E+12	-13953745311	812.12504	374.46967	0.374727	0.353152	-0.959052	0.323188	0.597829	0.183866	5.57079E+14
0.95	0.0325	0.0175	108121404.1	5.54623E+14	2.6013E+12	-13960762978	813.034832	375.611792	0.374283	0.35321	-0.958478	0.323478	0.597422	0.184101	5.57224E+14
0.95	0.035	0.015	108127701.3	5.54637E+14	2.60184E+12	-13962552435	813.861362	376.399976	0.373972	0.353158	-0.958064	0.323579	0.597096	0.184249	5.57238E+14
0.95	0.0375	0.0125	108137732.6	5.54662E+14	2.60263E+12	-13965031291	814.84162	377.57424	0.373626	0.353238	-0.957639	0.323765	0.596803	0.184391	5.57264E+14
0.95	0.04	0.01	108139617.1	5.54634E+14	2.60295E+12	-13965996875	815.79199	378.642394	0.373284	0.353254	-0.9572	0.32387	0.596484	0.184509	5.57237E+14
0.95	0.0425	0.0075	108162853.6	5.54745E+14	2.60384E+12	-13971842488	816.729897	379.505917	0.372787	0.353348	-0.95665	0.324094	0.596085	0.184681	5.57348E+14
0.95	0.045	0.005	108166039.5	5.54732E+14	2.60434E+12	-13973304740	817.751121	380.825522	0.372403	0.353379	-0.956195	0.324283	0.595746	0.184851	5.57336E+14
0.95	0.0475	0.0025	108185027.1	5.54831E+14	2.60572E+12	-13978644934	818.726617	381.927587	0.371924	0.353445	-0.955598	0.324491	0.595324	0.185042	5.57437E+14
0.05	0.95	0	109157891.1	6.04367E+14	3.53725E+12	-31132104912	1260.253805	672.375931	0.044587	0.110196	-0.415791	0.092342	0.206367	0.040484	6.07904E+14
0.95	0.05	0	108186719.6	5.54824E+14	2.60611E+12	-13979880216	819.404009	382.499758	0.371607	0.353457	-0.955202	0.324562	0.595031	0.18513	5.5743E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
0.1	0	0.9	110504353.1	5.85185E+14	2.7157E+12	-19505352638	584.112383	107.006884	0.375481	0.352605	-0.950414	0.310415	0.596816	0.168614	5.87901E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
0.1	0.045	0.855	109346856.5	5.7971E+14	2.73183E+12	-19592337783	581.101165	105.397549	0.346035	0.35675	-0.91631	0.323427	0.571502	0.182112	5.82441E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
1	0	0	108126626.3	5.54811E+14	2.60016E+12	-13958059591	816.67901	380.407998	0.378109	0.35223	-0.963213	0.321352	0.600678	0.182324	5.57411E+14
0.1	0.09	0.81	109174860.5	5.80261E+14	2.80136E+12	-20220930629	582.217602	106.561706	0.306155	0.360113	-0.871837	0.338918	0.537397	0.198565	5.83063E+14
0.1	0.135	0.765	110521386.8	5.89387E+14	2.95749E+12	-21635975446	588.390465	110.748656	0.256514	0.357283	-0.816168	0.345184	0.494882	0.207022	5.92345E+14
0.1	0.18	0.72	109682455	5.85926E+14	3.0347E+12	-22553115175	601.005406	118.325502	0.19894	0.343477	-0.749897	0.330935	0.44652	0.195894	5.88961E+14
0.1	0.225	0.675	110337208	5.8984E+14	3.08781E+12	-23386840364	613.925077	126.711614	0.163321	0.330209	-0.706871	0.317102	0.415765	0.183978	5.92928E+14
0.1	0.27	0.63	108585730.3	5.80234E+14	3.06887E+12	-23617784935	627.789605	138.965352	0.12816	0.318705	-0.66434	0.303346	0.3865	0.172262	5.83303E+14
0	0.2	0.8	109248812.1	5.93999E+14	3.14162E+12	-27887336087	597.186373	125.206227	0.154482	0.3401	-0.658064	0.286993	0.395891	0.177979	5.9714E+14
0.1	0.315	0.585	109339411.3	5.8533E+14	3.13123E+12	-24640650944	643.751104	156.09316	0.104352	0.309737	-0.630175	0.290869	0.363897	0.164643	5.88462E+14
0.1	0.36	0.54	109713986.9	5.8908E+14	3.18497E+12	-25774830890	660.903372	174.330659	0.081968	0.301736	-0.594951	0.272753	0.342072	0.154373	5.92265E+14
0.1	0.405	0.495	109302967.4	5.87932E+14	3.20647E+12	-26540160707	678.992021	194.023125	0.061581	0.294322	-0.563156	0.25188	0.322694	0.142887	5.91139E+14
0.1	0.45	0.45	109107389.5	5.87778E+14	3.24321E+12	-27420488532	704.915304	219.560997	0.040553	0.28398	-0.531211	0.224921	0.302512	0.129191	5.91021E+14
0.1	0.495	0.405	108556781.3	5.85971E+14	3.26522E+12	-28053124511	734.798709	243.223383	0.02724	0.262007	-0.505597	0.194709	0.283757	0.112608	5.89236E+14
0.1	0.54	0.36	110439443	5.96288E+14	3.34607E+12	-28991686406	764.968679	272.753324	0.020577	0.251104	-0.49126	0.175861	0.273559	0.103204	5.99634E+14
0.1	0.585	0.315	109294475.5	5.92595E+14	3.35802E+12	-29541211745	807.834899	315.357997	0.018348	0.223035	-0.470578	0.146078	0.256344	0.086852	5.95953E+14
0.1	0.63	0.27	110150725.4	5.98217E+14	3.41776E+12	-29972009362	852.410193	370.018935	0.021235	0.203586	-0.462116	0.137769	0.24734	0.079192	6.01635E+14
0.1	0.675	0.225	111033385.1	6.03934E+14	3.47359E+12	-30245820465	901.758223	427.559272	0.023861	0.186909	-0.45492	0.134039	0.239739	0.073589	6.07408E+14
0.1	0.72	0.18	108764920.9	5.93406E+14	3.43375E+12	-29764502078	959.648484	492.213395	0.02655	0.16813	-0.44388	0.128427	0.229699	0.066203	5.9684E+14
0	0.25	0.75	108342770.9	5.88883E+14	3.14782E+12	-27902891983	614.717053	139.789701	0.120174	0.327304	-0.617726	0.266324	0.367289	0.163778	5.92031E+14
0.1	0.765	0.135	110786848.6	6.07064E+14	3.52208E+12	-30610497193	1049.287593	571.99764	0.031349	0.152883	-0.433689	0.121376	0.221445	0.058828	6.10586E+14
0.1	0.81	0.09	108889248.8	5.98627E+14	3.48951E+12	-30310954100	1120.544524	619.220514	0.033222	0.14294	-0.422797	0.114058	0.214136	0.051263	6.02117E+14
0.1	0.855	0.045	108092270.4	5.95303E+14	3.48112E+12	-30250424358	1185.918497	653.398312	0.032665	0.137563	-0.414754	0.106554	0.20946	0.045651	5.98784E+14
0.1	0.9	0	109432044.5	6.03926E+14	3.52825E+12	-30808105564	1242.270692	670.953894	0.038116	0.130736	-0.413378	0.100524	0.208588	0.043563	6.07454E+14
0.15	0	0.85	109021765.8	5.74018E+14	2.6542E+12	-17532399684	602.005213	123.063801	0.384186	0.354206	-0.969115	0.31198	0.607487	0.170106	5.76673E+14
0.15	0.0425	0.8075	109704805.5	5.78207E+14	2.69333E+12	-17849647586	600.887355	121.356461	0.365804	0.354903	-0.947535	0.319299	0.591327	0.177194	5.809E+14
0.15	0.085	0.765	109030685.5	5.75588E+14	2.72997E+12	-18205528265	599.023325	119.790506	0.332936	0.356934	-0.91097	0.333548	0.563338	0.190415	5.78318E+14
0.15	0.1275	0.7225	108985476.8	5.7672E+14	2.80525E+12	-18924828993	601.264058	120.459645	0.294681	0.357801	-0.868088	0.344494	0.530553	0.201943	5.79525E+14
0.15	0.17	0.68	109651110.4	5.81797E+14	2.93082E+12	-20229657139	609.280808	124.103696	0.246629	0.352778	-0.811922	0.346083	0.488795	0.205572	5.84728E+14
0.15	0.2125	0.6375	108644095.7	5.76985E+14	2.98253E+12	-21062328968	620.6472	131.34359	0.196342	0.341469	-0.753839	0.336549	0.446882	0.197253	5.79967E+14
0	0.3	0.7	110635994.3	6.01359E+14	3.2574E+12	-28970571708	641.582466	161.59833	0.090417	0.311333	-0.579152	0.242084	0.339968	0.147834	6.04617E+14
0.15	0.255	0.595	110090466.9	5.84968E+14	3.05529E+12	-22117628995	633.274973	140.782711	0.163198	0.328743	-0.713342	0.325488	0.417958	0.187146	5.88024E+14
0.15	0.2975	0.5525	109131219.6	5.79978E+14	3.05899E+12	-22503797362	644.970575	152.809054	0.130705	0.320104	-0.675126	0.316439	0.391745	0.178919	5.83037E+14
0.15	0.34	0.51	109780069	5.83973E+14	3.10637E+12	-23279780278	657.866188	165.852916	0.109738	0.312474	-0.64714	0.307636	0.372982	0.172692	5.87079E+14
0.15	0.3825	0.4675	110502530	5.88418E+14	3.16123E+12	-24178854691	673.54639	182.752442	0.090533	0.305475	-0.619614	0.296706	0.355034	0.166353	5.9158E+14
0.15	0.425	0.425	110328037.8	5.88222E+14	3.19162E+12	-25028968170	690.981249	201.272774	0.071702	0.297177	-0.591386	0.279985	0.336836	0.157188	5.91414E+14
0.15	0.4675	0.3825	108089075.4	5.78074E+14	3.17831E+12	-25672014673	714.175284	226.768376	0.045308	0.285659	-0.551026	0.252096	0.311671	0.142144	5.81252E+14
0.15	0.51	0.34	108261885.2	5.80882E+14	3.22983E+12	-26785955136	742.752886	251.558396	0.031357	0.264353	-0.522696	0.223246	0.291763	0.125566	5.84112E+14
0.15	0.5525	0.2975	108487507	5.84102E+14	3.28472E+12	-27770020641	786.917158	301.993121	0.019185	0.245026	-0.492179	0.189239	0.271497	0.10812	5.87387E+14
0.15	0.595	0.255	110677099.3	5.98458E+14	3.39815E+12	-29012243615	843.215564	369.367015	0.018709	0.221935	-0.474299	0.165991	0.257	0.095015	6.01856E+14
0.15	0.6375	0.2125	108634291.2	5.88987E+14	3.38542E+12	-29061512999	892.662881	421.89927	0.016276	0.203505	-0.454983	0.140398	0.243113	0.080094	5.92373E+14
0	0.35	0.65	109010740.8	5.92481E+14	3.24381E+12	-28987966319	658.549703	176.908532	0.068052	0.302937	-0.548526	0.220921	0.3205	0.135678	5.95725E+14
0.15	0.68	0.17	109817942.4	5.97048E+14	3.4484E+12	-29687853455	954.479419	487.221054	0.019617	0.186636	-0.445005	0.130216	0.234346	0.072018	6.00496E+14
0.15	0.7225	0.1275	108225398.6	5.90395E+14	3.42895E+12	-29459300562	1024.843594	551.766608	0.023758	0.166316	-0.434369	0.123902	0.224557	0.063542	5.93824E+14
0.15	0.765	0.085	109699165	6.00086E+14	3.49471E+12	-30041320395	1109.592809	610.610379	0.028356	0.156251	-0.426394	0.117578	0.218861	0.057842	6.03581E+14
0.15	0.8075	0.0425	111372228	6.10951E+14	3.56237E+12	-30795767691	1177.714348	646.456584	0.034204	0.147329	-0.421176	0.11186	0.215216	0.052384	6.14513E+14
0.15	0.85	0	109289950.4	6.00961E+14	3.50856E+12	-30393340632	1224.999104	667.161315	0.036025	0.142409	-0.41545	0.106938	0.211766	0.048537	6.04469E+14
0.2	0	0.8	108241378.1	5.68276E+14	2.62575E+12	-16586230866	612.314988	132.397186	0.386528	0.355591	-0.973386	0.313228	0.610299	0.171344	5.70902E+14
0.2	0.04	0.76	107917650.5	5.6649E+14	2.6277E+12	-16467304540	613.107247	132.557398	0.375683	0.35742	-0.960729	0.319236	0.60105	0.176906	5.69118E+14
0.2	0.08	0.72	108203250.3	5.6827E+14	2.66023E+12	-16652695432	614.661327	133.10235	0.357746	0.359622	-0.939395	0.329298	0.585229	0.186405	5.70931E+14
0.2	0.12	0.68	109811124	5.78052E+14	2.76047E+12	-17552451361	617.393325	133.804332	0.326465	0.359966	-0.901882	0.341427	0.556807	0.198843	5.80813E+14
0.2	0.16	0.64	109790776	5.78809E+14	2.83136E+12	-18278292093	620.696845	135.937163	0.289244	0.35834	-0.860814	0.348778	0.525375	0.20572	5.8164E+14
0	0.4	0.6	110507941.8	6.00851E+14	3.30657E+12	-29630099816	679.45287	193.885674	0.054762	0.294347	-0.529803	0.204542	0.307644	0.125816	6.04157E+14
0.2	0.2	0.6	110480872	5.83381E+14	2.93837E+12	-19424845331	630.142359	140.574204	0.24568	0.351894	-0.810154	0.34815	0.487723	0.206191	5.86319E+14
0.2	0.24	0.56	108677489.4	5.73684E+14	2.95121E+12	-19874519761	640.856095	147.96674	0.202608	0.344572	-0.763557	0.344157	0.453601	0.201537	5.76636E+14
0.2	0.28	0.52	107896437.3	5.6942E+14	2.96335E+12	-20363390027	651.859756	157.008071	0.166553	0.33403	-0.723785	0.33615	0.424907	0.192768	5.72383E+14
0.2	0.32	0.48	109521229.1	5.78231E+14	3.03603E+12	-21292927239	664.691825	168.652719	0.139141	0.325197	-0.691902	0.328394	0.40226	0.186222	5.81267E+14
0.2	0.36	0.44	108196844.4	5.7122E+14	3.02525E+12	-21533630525	674.591404	179.904476	0.114822	0.317939	-0.663171	0.321152	0.382431	0.180235	5.74245E+14
0.2	0.4	0.4	108661132.1	5.74166E+14	3.06909E+12	-22285574010	687.242719	193.37605	0.097109	0.310186	-0.63933	0.31287	0.366067	0.17494	5.77235E+14
0.2	0.44	0.36	108994475.4	5.76772E+14	3.11167E+12	-23086296470	701.953928	210.247806	0.08183	0.303162	-0.615718	0.302301	0.350513	0.169232	5.79884E+14
0.2	0.48	0.32	108997606.8	5.78408E+14	3.15698E+12	-24092448079	723.122885	233.741515	0.063538	0.293351	-0.586531	0.28525	0.331554	0.160126	5.81565E+14
0.2	0.52	0.28	109433313.3	5.83423E+14	3.22402E+12	-25344647783	757.498351	282.479472	0.048444	0.272815	-0.554631	0.261267	0.309521	0.146668	5.86647E+14
0.2	0.56	0.24	108190024.6	5.79983E+14	3.26117E+12	-26360850778	813.238943	352.191993	0.027874	0.247337	-0.509353	0.224078	0.279822	0.125874	5.83244E+14
